CHL(mg/m^3),SST(°C),salinity(ppt),salinity(PSU),Wind_Speed_ERA5(m/s),Wind_Direction_ERA5(degree north),TP(mm),STD_200Km,STD_100Km,SST_STD_12months(°C),SST_STD_6months(°C),Salinity_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_Month_Status
1.51765,24.175,16621.6,36.6216,1.350931456,124.0352435,0.00038,0.373,0.4697,1.623468295,1.137467948,73.90463212,Not Bloom,-0.0967,3.10367,NON_BLOOM
3.10367,23.755,16608.59259,36.60859259,1.60886571,110.3047619,0.00076,0.3339,0.4108,1.597028273,1.46669981,78.14544216,Not Bloom,-0.0769,3.00475,NON_BLOOM
3.00475,24.855,16687.1,36.6871,5.335247719,81.59145752,0,0.3386,0.33,1.586216454,1.36756373,72.27357364,Not Bloom,0.0086,2.03735,NON_BLOOM
2.03735,25.68,16600.68966,36.60068966,5.9044316,72.2472735,0,0.6364,0.605,1.602291761,1.033465045,43.26395991,Not Bloom,0.0314,0.621,NON_BLOOM
0.621,28.23,16639.9,36.6399,6.131750114,67.43413542,0.00001,0.5563,0.7004,1.540436164,1.449889124,33.15080223,Not Bloom,-0.1441,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,22.39884,
22.39884,27.065,16387.86207,36.38786207,4.271817279,69.56859052,0.00002,0.6117,0.7359,1.653324303,1.055460668,222.6409123,Bloom,-0.1242,19.31394,BLOOM
19.31394,27.57,16461.56667,36.46156667,2.847603176,73.88658074,0.00001,0.4872,0.6027,1.65529055,0.58815153,215.1895587,Bloom,-0.1155,5.17525,NON_BLOOM
5.17525,27.145,16405.37931,36.40537931,1.372966898,160.5764044,0,0.4202,0.4923,1.661029216,0.653333865,197.5766487,Not Bloom,-0.0721,3.09002,NON_BLOOM
3.09002,24.99,16344.26667,36.34426667,2.899331395,178.271474,0.00035,0.3909,0.5076,1.697786345,1.14483502,187.567971,Not Bloom,-0.1167,2.12188,NON_BLOOM
2.12188,23.375,16303.6,36.3036,1.43257532,125.9350225,0.00002,0.4375,0.545,1.802261118,1.603660959,145.5338232,Not Bloom,-0.1075,1.99682,NON_BLOOM
1.99682,23.07,16178.51852,36.17851852,2.302521742,64.76453713,0.00016,0.2827,0.2832,1.896198454,1.830895538,89.88910381,Not Bloom,-0.0005,1.72937,NON_BLOOM
1.72937,24.555,16159.83333,36.15983333,3.689222277,81.87947272,0.00007,0.2752,0.2433,1.918605677,1.716912806,110.3890485,Not Bloom,0.0319,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.67544,
4.67544,28.995,16760.56667,36.76056667,3.040139281,30.70648723,0.00023,0.5507,0.5141,1.97761483,1.686338283,197.5049222,Not Bloom,0.0366,5.46519,NON_BLOOM
5.46519,27.46,16635.34483,36.63534483,3.812157917,56.00431013,0.00038,0.5344,0.4997,1.991027225,1.148835159,120.3517312,Not Bloom,0.0347,4.34578,NON_BLOOM
4.34578,27.875,16529.8,36.5298,2.721819603,58.70492759,0.00002,0.411,0.5221,2.00678623,0.795258955,87.98953451,Not Bloom,-0.1111,2.10018,NON_BLOOM
2.10018,27.715,16461.68966,36.46168966,1.344488416,98.58536749,0.00201,0.2172,0.2823,2.028221032,0.637963884,100.5244626,Not Bloom,-0.0651,1.45249,NON_BLOOM
1.45249,25.75,16154.6,36.1546,3.047571449,-179.0129575,0.00026,0.3763,0.4503,1.990237981,1.010176002,197.7107349,Not Bloom,-0.074,1.52138,NON_BLOOM
1.52138,24.03,16437.16667,36.43716667,1.091699768,157.5171761,0.00161,0.4657,0.5812,1.908148235,1.625154907,187.8588967,Not Bloom,-0.1155,1.81534,NON_BLOOM
1.81534,22.17,16390,36.39,2.607283127,177.8990452,0.00003,0.423,0.4636,2.059512609,2.122658841,147.4737016,Not Bloom,-0.0406,4.37057,NON_BLOOM
4.37057,22.7,16406.6,36.4066,3.537349385,91.4418404,0.00001,0.2997,0.2781,2.265489584,2.252019464,117.1410167,Not Bloom,0.0216,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.22497,
3.22497,26.46,16346.89655,36.34689655,4.083767239,61.08222963,0.00003,0.5803,0.7358,1.793865511,0.700652474,69.01874754,Not Bloom,-0.1555,8.58376,NON_BLOOM
8.58376,27.4,16433.53333,36.43353333,2.307610298,79.5495055,0.00001,0.4061,0.5307,1.750162046,0.56466374,68.26549522,Not Bloom,-0.1246,1.99556,NON_BLOOM
1.99556,27.555,16498.48276,36.49848276,2.029764295,115.2503835,0.00002,0.3328,0.3794,1.735008956,0.637739606,69.50824329,Not Bloom,-0.0466,1.55756,NON_BLOOM
1.55756,25.9,16697.43333,36.69743333,1.718279311,-166.9091909,0.00172,0.3423,0.4122,1.736239301,0.699902771,117.6281045,Not Bloom,-0.0699,1.99657,NON_BLOOM
1.99657,23.545,16576,36.576,1.993637764,142.5709586,0.00001,0.5026,0.5615,1.778844428,1.334974251,123.1437903,Not Bloom,-0.0589,1.96199,NON_BLOOM
1.96199,23.27,16557.76923,36.55776923,1.646934208,120.1397257,0.00012,0.2705,0.3048,1.619943843,1.707665723,111.0053284,Not Bloom,-0.0343,1.55585,NON_BLOOM
1.55585,24.48,16509.26316,36.50926316,3.282471163,77.34389591,0.00002,0.2863,0.2719,1.404559539,1.717941274,81.87871234,Not Bloom,0.0144,2.86636,NON_BLOOM
2.86636,25.145,16561,36.561,4.11436569,69.55027852,0.00059,0.491,0.4794,1.407368753,1.457025366,64.86205284,Not Bloom,0.0116,3.38685,NON_BLOOM
3.38685,26.98,16487.7037,36.4877037,6.18594967,69.54341338,0.00001,0.519,0.6105,1.40073065,1.29451943,66.84443359,Not Bloom,-0.0915,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.07729,
1.07729,27.38,16573.34483,36.57334483,3.743028713,42.2548989,0.00075,0.7801,0.732,1.680745277,1.484041264,74.87932646,Not Bloom,0.0481,19.13723,BLOOM
19.13723,25.945,16483.2069,36.4832069,4.475237329,61.75606603,0.00006,0.6512,0.721,1.680229192,1.18617265,78.40434266,Bloom,-0.0698,7.41413,NON_BLOOM
7.41413,28.11,16608.3,36.6083,2.805274774,72.53273728,0.00002,0.4372,0.5095,1.73444876,0.911531449,80.82376293,Not Bloom,-0.0723,5.98065,NON_BLOOM
5.98065,27.105,16593.39286,36.59339286,0.63136708,-179.7167988,0.00006,0.4225,0.5078,1.709870244,0.901756003,73.41960651,Not Bloom,-0.0853,1.60564,NON_BLOOM
1.60564,25.32,16618.53333,36.61853333,3.42894001,-179.9837765,0.00002,0.4068,0.4511,1.725300497,0.952231662,68.21134353,Not Bloom,-0.0443,1.57006,NON_BLOOM
1.57006,23.435,16615.56667,36.61556667,1.517918617,-173.9477437,0.00033,0.4316,0.5483,1.739268285,1.546106445,46.75799799,Not Bloom,-0.1167,3.38927,NON_BLOOM
3.38927,22.58,16560.22222,36.56022222,2.765403342,156.4024864,0.00012,0.4011,0.4894,1.841126806,1.930745574,47.41664381,Not Bloom,-0.0883,5.61541,NON_BLOOM
5.61541,23.88,16542,36.542,1.75686834,79.81277689,0.00015,0.2073,0.1926,1.891030914,1.988916511,28.87982696,Not Bloom,0.0147,1.47482,NON_BLOOM
1.47482,25.53,16527.64286,36.52764286,3.439199122,62.30180283,0.00001,0.3172,0.3613,1.879184728,1.505763003,35.16665381,Not Bloom,-0.0441,1.24703,NON_BLOOM
1.24703,28.225,16548.7,36.5487,5.047075684,59.88191003,0.00004,0.3438,0.3719,1.960306453,1.833354545,35.47360803,Not Bloom,-0.0281,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.90607,
4.90607,27.145,16512,36.512,4.016055406,56.34712753,0.00007,0.4891,0.5136,2.021283627,1.127399909,61.86000546,Not Bloom,-0.0245,2.05336,NON_BLOOM
2.05336,28.045,16571.33333,36.57133333,1.528109876,77.35404499,0.00004,0.4941,0.5846,2.016467061,0.706692708,58.05516593,Not Bloom,-0.0905,1.77447,NON_BLOOM
1.77447,26.84,16713.55172,36.71355172,1.464579765,146.5675005,0.00006,0.3125,0.442,2.00874287,0.789855824,71.97183281,Not Bloom,-0.1295,1.89903,NON_BLOOM
1.89903,25.465,16761.8,36.7618,1.746402596,-178.5999748,0.00017,0.4222,0.4929,2.00349638,0.7984725,86.55226744,Not Bloom,-0.0707,1.74907,NON_BLOOM
1.74907,24.285,16874.34483,36.87434483,1.510488189,141.4267075,0.00093,0.3523,0.4963,1.915103847,1.273828438,122.3343392,Not Bloom,-0.144,3.42659,NON_BLOOM
3.42659,24.16,16734,36.734,1.467493218,81.81381,0.00071,0.1765,0.1978,1.693539757,1.461226654,120.6046902,Not Bloom,-0.0213,8.0104,NON_BLOOM
8.0104,23.705,16576.32143,36.57632143,2.452419368,84.84200018,0.00015,0.4144,0.4232,1.716397026,1.566632978,105.8636629,Not Bloom,-0.0088,1.4255,NON_BLOOM
1.4255,25.665,16583.24138,36.58324138,4.761840513,69.78096971,0,0.4577,0.5908,1.710713941,1.07513565,103.418307,Not Bloom,-0.1331,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,8.38146,
8.38146,26.91,16626.03571,36.62603571,3.40431423,66.83169451,0.00003,0.4483,0.5665,1.896104926,1.482340492,52.80688175,Not Bloom,-0.1182,5.80052,NON_BLOOM
5.80052,28.525,16463,36.463,2.359008298,63.07288211,0.00002,0.2545,0.2905,1.932083648,1.192457779,79.10727579,Not Bloom,-0.036,1.61555,NON_BLOOM
1.61555,27.91,16763.72414,36.76372414,1.135027477,167.9055842,0,0.224,0.278,1.966259668,1.185970067,98.16492026,Not Bloom,-0.054,1.22223,NON_BLOOM
1.22223,25.595,16882.23333,36.88223333,2.452824434,174.7757002,0.00001,0.3432,0.479,1.959924885,1.045453118,128.3908956,Not Bloom,-0.1358,1.31589,NON_BLOOM
1.31589,24.4,16736.46667,36.73646667,2.507333277,104.982293,0.00009,0.4282,0.6002,1.94842186,1.376241107,129.2692583,Not Bloom,-0.172,2.21553,NON_BLOOM
2.21553,24,16775.71429,36.77571429,1.996842124,123.2272857,0,0.3933,0.558,1.966175919,1.696888492,132.6656449,Not Bloom,-0.1647,4.44584,NON_BLOOM
4.44584,24.88,16703.66667,36.70366667,3.940446983,79.54723451,0.00099,0.3399,0.3089,1.840866531,1.72833253,127.7488533,Not Bloom,0.031,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.21435,
4.21435,28.035,16842.96667,36.84296667,4.135283676,46.85478376,0.00003,0.63,0.5105,1.524539548,1.224794767,61.83237762,Not Bloom,0.1195,6.00803,NON_BLOOM
6.00803,26.49,16907.07407,36.90707407,4.697833387,57.01853375,0.00009,0.7138,0.7773,1.521609619,0.863515103,84.67668215,Not Bloom,-0.0635,9.10063,NON_BLOOM
9.10063,26.715,16688.42857,36.68842857,3.373600906,81.13179386,0,0.5178,0.6539,1.40401928,0.608242002,89.34187893,Not Bloom,-0.1361,5.59938,NON_BLOOM
5.59938,26.105,16625.27586,36.62527586,2.359351155,149.0648043,0,0.4618,0.5052,1.329339004,0.759906793,95.84652461,Not Bloom,-0.0434,1.9631,NON_BLOOM
1.9631,26.045,16863.24138,36.86324138,1.567056267,113.550639,0.00001,0.4305,0.6059,1.31651232,0.843468369,99.38727845,Not Bloom,-0.1754,2.35356,NON_BLOOM
2.35356,24.38,17000.44828,37.00044828,1.2535429,-139.1981038,0.00069,0.4161,0.5863,1.318915998,1.080728921,127.6453924,Not Bloom,-0.1702,8.2633,NON_BLOOM
8.2633,24.055,16813.83019,36.81383019,1.647627538,136.2552527,0.00004,0.2963,0.3436,1.311023508,1.02938358,127.2801341,Not Bloom,-0.0473,3.09853,NON_BLOOM
3.09853,24.21,16756.2069,36.7562069,3.948704314,81.72231886,0.00004,0.3511,0.3564,1.382385217,1.062683971,121.6581421,Not Bloom,-0.0053,2.58901,NON_BLOOM
2.58901,25.705,16682.01887,36.68201887,5.397542029,78.00952423,0,0.3497,0.4262,1.382060408,0.882225721,122.5808718,Not Bloom,-0.0765,5.74862,NON_BLOOM
5.74862,27.55,16559.61006,36.55961006,6.210951676,69.2654973,0,0.4688,0.5611,1.377607313,1.249171114,138.6876555,Not Bloom,-0.0923,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,15.70118,
15.70118,26.81,16553.19231,36.55319231,4.260155332,60.05546152,0.00004,0.5968,0.5701,1.409427275,1.054667207,46.29787272,Bloom,0.0267,15.62318,BLOOM
15.62318,27.405,16634.19512,36.63419512,3.495307706,81.91004432,0.00001,0.5107,0.6096,1.443654879,0.846243743,34.45121224,Bloom,-0.0989,4.27106,NON_BLOOM
4.27106,26.565,16751.96429,36.75196429,1.556292967,129.6072883,0.00001,0.5857,0.7196,1.445678126,0.894574697,64.136635,Not Bloom,-0.1339,3.34736,NON_BLOOM
3.34736,24.695,16769.1,36.7691,2.536000022,-157.5884868,0.00004,0.4496,0.5811,1.510499998,0.896259589,83.74270056,Not Bloom,-0.1315,2.39802,NON_BLOOM
2.39802,23.61,16752.13333,36.75213333,1.779616822,111.7117713,0.00001,0.4241,0.6034,1.598758796,1.315765514,89.55117936,Not Bloom,-0.1793,3.62987,NON_BLOOM
3.62987,23.76,16096.59259,36.09659259,1.98700222,89.90842517,0.00004,0.3374,0.4488,1.631957329,1.512342049,234.9844547,Not Bloom,-0.1114,2.53809,NON_BLOOM
2.53809,24.91,16510.03704,36.51003704,4.718991486,78.0986398,0,0.3312,0.2029,1.575733956,1.393750187,236.7425249,Not Bloom,0.1283,1.22371,NON_BLOOM
1.22371,26.74,16465.14286,36.46514286,4.794755095,69.59206144,0,0.399,0.4625,1.578161014,1.227095713,239.3363274,Not Bloom,-0.0635,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,6.79641,
6.79641,25.55,16510.24272,36.51024272,3.460548221,45.40524586,0.00004,0.7012,0.7206,1.739644759,1.444571495,67.45087202,Not Bloom,-0.0194,19.81658,BLOOM
19.81658,27.64,16526.20264,36.52620264,1.118638977,83.75852422,0.00001,0.5348,0.6307,1.754769047,1.438935998,54.30265883,Bloom,-0.0959,2.02225,NON_BLOOM
2.02225,27.165,16668.14423,36.66814423,1.225841343,172.9755147,0,0.429,0.4757,1.773393003,1.424940545,59.91943342,Not Bloom,-0.0467,1.2587,NON_BLOOM
1.2587,26.11,16654.79583,36.65479583,1.31583592,126.5160733,0.00001,0.4192,0.587,1.713236257,1.387783004,63.01507248,Not Bloom,-0.1678,1.70401,NON_BLOOM
1.70401,24.29,16687.30962,36.68730962,0.755983121,99.89606127,0.00056,0.4585,0.6281,1.630911683,1.127415924,69.87460444,Not Bloom,-0.1696,2.41557,NON_BLOOM
2.41557,23.06,16613.33333,36.61333333,3.371890168,98.35476165,0.00098,0.505,0.6011,1.733833462,1.582899283,68.73720407,Not Bloom,-0.0961,2.75901,NON_BLOOM
2.75901,23.735,16588.55417,36.58855417,5.382975022,77.58534225,0.00036,0.4637,0.4753,1.842139975,1.736384334,54.5196802,Not Bloom,-0.0116,2.08132,NON_BLOOM
2.08132,25.125,16567.81897,36.56781897,4.722424702,72.65746491,0.00028,0.5366,0.4695,1.860420353,1.399920881,43.23621984,Not Bloom,0.0671,1.68861,NON_BLOOM
1.68861,26.96,16623.05439,36.62305439,4.065414505,59.42839966,0.00006,0.6784,0.6433,1.8133071,1.346034299,39.72819197,Not Bloom,0.0351,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.17002,
1.17002,27.61,16515.70417,36.51570417,4.553506588,56.54406843,0.0027,0.4754,0.4338,1.929503885,2.013112571,39.08651864,Not Bloom,0.0416,43.60062,BLOOM
43.60062,27.715,16528.27155,36.52827155,2.048332251,22.95117481,0.00002,0.5723,0.8094,1.951835141,1.401114636,44.58000149,Bloom,-0.2371,1.90606,NON_BLOOM
1.90606,29.195,16635.59167,36.63559167,1.12239658,-49.92086992,0.00044,0.2409,0.3184,2.072282818,0.929027269,49.34129337,Not Bloom,-0.0775,1.34295,NON_BLOOM
1.34295,28.22,16685.78879,36.68578879,2.116429668,-158.8421502,0.00085,0.283,0.3814,2.115797722,0.718743116,61.02012492,Not Bloom,-0.0984,0.97441,NON_BLOOM
0.97441,25.955,16684.47083,36.68447083,1.199166439,-123.0344555,0.00012,0.3503,0.5522,2.119829453,1.162337504,68.27877025,Not Bloom,-0.2019,0.88104,NON_BLOOM
0.88104,23.6,16694.425,36.694425,1.731535952,147.7868998,0.00156,0.5408,0.6869,2.192193021,1.81784079,74.67768156,Not Bloom,-0.1461,1.56542,NON_BLOOM
1.56542,23.345,16548.15179,36.54815179,3.065936855,97.56585178,0.00004,0.3658,0.3987,2.15461359,2.24357911,67.4627063,Not Bloom,-0.0329,4.44092,NON_BLOOM
4.44092,23.77,16544.3,36.5443,4.576254139,89.24212305,0.00066,0.329,0.2743,2.150681215,2.320530501,63.6107014,Not Bloom,0.0547,1.56049,NON_BLOOM
1.56049,25.735,16578.47414,36.57847414,4.990806601,71.0069412,0.00001,0.548,0.4814,2.120890594,1.73048504,66.58349709,Not Bloom,0.0666,0.86132,NON_BLOOM
0.86132,28.16,16594.5,36.5945,3.35569377,44.35536422,0.00008,0.5864,0.6114,2.158416142,1.712530819,60.56448264,Not Bloom,-0.025,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.69544,
3.69544,27.905,16467.09052,36.46709052,1.762301671,46.09890668,0.00002,0.6259,0.8745,2.249140075,1.230019196,53.92217951,Not Bloom,-0.2486,9.65314,NON_BLOOM
9.65314,27.065,16583.06329,36.58306329,2.234971805,173.5900887,0,0.4891,0.5507,2.146643172,0.810976777,54.07750809,Not Bloom,-0.0616,3.12479,NON_BLOOM
3.12479,26.745,16537.94828,36.53794828,1.365619224,-154.6405045,0.00028,0.4697,0.5715,2.101981043,1.033361895,53.94628125,Not Bloom,-0.1018,1.29739,NON_BLOOM
1.29739,25.26,16662.57917,36.66257917,2.422397405,176.1030771,0.00038,0.3054,0.3858,2.129701784,1.418196233,59.29580427,Not Bloom,-0.0804,1.01378,NON_BLOOM
1.01378,23.66,16568.5625,36.5685625,3.570694848,134.3717239,0,0.4482,0.617,2.122732246,1.757255001,58.3843764,Not Bloom,-0.1688,2.96066,NON_BLOOM
2.96066,24.16,16478.28704,36.47828704,2.809591626,92.2828077,0,0.2787,0.3103,2.028571781,1.553762682,66.1724712,Not Bloom,-0.0316,3.6774,NON_BLOOM
3.6774,25.16,16536.275,36.536275,4.16495928,75.08718069,0,0.3407,0.2431,1.895313299,1.238495952,56.04516617,Not Bloom,0.0976,2.11937,NON_BLOOM
2.11937,27.01,16594.1681,36.5941681,4.915753371,72.95065913,0,0.393,0.32,1.869312624,1.225845796,56.91587025,Not Bloom,0.073,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.04557,
3.04557,27.12,16429.40086,36.42940086,2.141538377,52.98678607,0.00002,0.7019,0.9759,1.746638587,0.895765114,81.90668559,Not Bloom,-0.274,1.71222,NON_BLOOM
1.71222,27.445,16482.36667,36.48236667,0.761172868,-175.0088947,0.00508,0.2047,0.2139,1.756138589,0.820171053,84.61985175,Not Bloom,-0.0092,4.01364,NON_BLOOM
4.01364,26.675,16558.4181,36.5584181,1.747261555,-158.2198122,0,0.3101,0.4024,1.75624654,0.873440277,70.96192148,Not Bloom,-0.0923,5.3925,NON_BLOOM
5.3925,25.76,16606.80833,36.60680833,0.706414536,135.9872779,0.00023,0.4317,0.5873,1.726325728,0.996216453,62.79410402,Not Bloom,-0.1556,2.38003,NON_BLOOM
2.38003,23.745,16597.2625,36.5972625,3.110267734,115.5245295,0.00151,0.5505,0.7619,1.713632026,1.311302364,66.70432256,Not Bloom,-0.2114,2.44833,NON_BLOOM
2.44833,23.64,16504.49537,36.50449537,3.721239567,92.13567309,0.00002,0.2734,0.2977,1.784650993,1.53164241,63.60123172,Not Bloom,-0.0243,6.63773,NON_BLOOM
6.63773,24.96,16540.01667,36.54001667,4.658971549,82.64073811,0.00001,0.4836,0.4195,1.80024111,1.411994501,45.19874624,Not Bloom,0.0641,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.55298,
1.55298,26.66,16438.34583,36.43834583,4.344719068,62.59763285,0.00076,0.5421,0.4524,1.55649022,1.228836679,50.85187894,Not Bloom,0.0897,3.4749,NON_BLOOM
3.4749,26.625,16394.73707,36.39473707,3.339759519,56.69983296,0.00006,0.7623,0.8249,1.544279037,0.828588157,73.76171016,Not Bloom,-0.0626,4.05058,NON_BLOOM
4.05058,27.455,16445.32917,36.44532917,1.671918231,73.8575781,0,0.7015,0.8172,1.544849136,0.822991241,70.67091015,Not Bloom,-0.1157,1.84003,NON_BLOOM
1.84003,27.79,16613.15517,36.61315517,0.172653568,179.6197845,0.00018,0.4479,0.4894,1.591789262,0.809607244,77.7658975,Not Bloom,-0.0415,1.29619,NON_BLOOM
1.29619,26.19,16659,36.659,2.368894157,-159.1783893,0.00005,0.5498,0.7022,1.579822643,0.930875111,96.14888817,Not Bloom,-0.1524,0.99748,NON_BLOOM
0.99748,23.9,16610.24583,36.61024583,5.55586665,139.5453788,0.00059,0.4673,0.6122,1.557537397,1.254949091,103.1176649,Not Bloom,-0.1449,2.7133,NON_BLOOM
2.7133,23.6,16483.49074,36.48349074,2.934993686,86.05233764,0,0.3134,0.2908,1.563760769,1.627143885,97.90403072,Not Bloom,0.0226,1.78987,NON_BLOOM
1.78987,25.15,16512.5875,36.5125875,4.257881651,72.87856087,0.00156,0.4163,0.3319,1.548651912,1.614441123,77.65717705,Not Bloom,0.0844,0.96943,NON_BLOOM
0.96943,26.46,16565.92672,36.56592672,4.666183038,70.84306096,0.0001,0.5196,0.3841,1.536141168,1.468159278,60.69110237,Not Bloom,0.1355,0.72046,NON_BLOOM
0.72046,28.245,16564.46667,36.56446667,3.931912545,42.3079195,0.00003,0.4884,0.3414,1.606211197,1.590373166,58.12301604,Not Bloom,0.147,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,2.29002,
2.29002,25.93,16537.43333,36.53743333,1.628549879,-153.1992128,0.0009,0.3217,0.4294,1.257928743,0.78365286,63.9009987,Not Bloom,-0.1077,1.14472,NON_BLOOM
1.14472,23.63,16510.93333,36.51093333,1.984881969,-177.4732427,0.00188,0.5189,0.6574,1.274246237,1.187233011,60.90025367,Not Bloom,-0.1385,1.61365,NON_BLOOM
1.61365,23.025,16491.81481,36.49181481,1.953659973,106.614144,0.00129,0.3716,0.4188,1.395338718,1.571217018,57.59661538,Not Bloom,-0.0472,3.67506,NON_BLOOM
3.67506,24.23,16450.8,36.4508,3.630800205,78.74760191,0.00178,0.4075,0.3134,1.456856574,1.623891288,50.57690918,Not Bloom,0.0941,2.27466,NON_BLOOM
2.27466,26,16516.68966,36.51668966,3.94904234,81.82637368,0,0.4219,0.3635,1.457878679,1.500018518,29.71832355,Not Bloom,0.0584,1.61145,NON_BLOOM
1.61145,27.585,16511.86667,36.51186667,5.359762081,64.47806104,0.00007,0.429,0.5789,1.455310438,1.57537738,26.96964617,Not Bloom,-0.1499,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,7.69794,
7.69794,26.785,16233.55172,36.23355172,3.988335097,59.94954466,0.00004,0.5605,0.5864,1.591776829,0.8220676,122.2818028,Not Bloom,-0.0259,13.10268,BLOOM
13.10268,27.05,16285.9,36.2859,2.753116623,80.48973544,0.00001,0.4713,0.5498,1.599994086,0.682919082,130.2634705,Bloom,-0.0785,8.9282,NON_BLOOM
8.9282,26.58,16440.34483,36.44034483,1.828568564,136.1137458,0.00002,0.5098,0.6366,1.56791794,0.693767893,123.3251902,Not Bloom,-0.1268,1.70067,NON_BLOOM
1.70067,25.215,16439.9,36.4399,2.258101187,-177.3129654,0.00008,0.4396,0.5985,1.585028205,0.702136126,97.77048729,Not Bloom,-0.1589,1.30836,NON_BLOOM
1.30836,23.33,16377.16667,36.37716667,2.461557054,140.945998,0.00001,0.4775,0.597,1.624025937,1.270113731,76.47059026,Not Bloom,-0.1195,6.19428,NON_BLOOM
6.19428,23.85,16380.85185,36.38085185,3.182328688,89.20909767,0.00004,0.2506,0.2026,1.511442238,1.4564073,76.42850887,Not Bloom,0.048,2.04807,NON_BLOOM
2.04807,23.87,16401.73333,36.40173333,4.126106699,78.80798666,0.00006,0.3381,0.2567,1.550131491,1.421946289,51.98449324,Not Bloom,0.0814,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,5.83316,
5.83316,28.7,16221.65517,36.22165517,3.514944826,54.21719914,0.00005,0.476,0.5922,1.67239282,1.08762611,111.4321659,Not Bloom,-0.1162,14.65945,BLOOM
14.65945,27.63,16279.4,36.2794,3.82128736,71.2293462,0.00002,0.4229,0.5835,1.707865536,0.742965155,118.3260172,Bloom,-0.1606,5.14371,NON_BLOOM
5.14371,27.965,16395.68966,36.39568966,1.69543127,105.2328497,0.00006,0.3501,0.4559,1.780071199,0.41278189,110.7546435,Not Bloom,-0.1058,1.25048,NON_BLOOM
1.25048,25.65,16448.36667,36.44836667,1.634811141,-171.2746153,0.00249,0.3942,0.544,1.763194849,0.921662523,88.71288764,Not Bloom,-0.1498,1.40036,NON_BLOOM
1.40036,23.715,16438.9,36.4389,2.230552745,168.4485295,0.00001,0.4326,0.547,1.712069289,1.681163825,86.51952422,Not Bloom,-0.1144,2.35603,NON_BLOOM
2.35603,23.775,16355.7037,36.3557037,3.037217886,81.20020177,0.00015,0.2597,0.262,1.721141972,1.989944339,82.55620296,Not Bloom,-0.0023,2.76475,NON_BLOOM
2.76475,24.415,16400.9,36.4009,3.263542728,75.9847155,0.00136,0.3074,0.2994,1.662582496,1.730652574,56.69196858,Not Bloom,0.008,1.85655,NON_BLOOM
1.85655,26.84,16437.48276,36.43748276,4.713879576,68.24069511,0,0.2742,0.3341,1.641217155,1.589818298,32.27431248,Not Bloom,-0.0599,1.03767,NON_BLOOM
1.03767,27.355,16413.76667,36.41376667,5.452718131,64.31080639,0.00004,0.6029,0.5099,1.655624882,1.433979506,31.36354579,Not Bloom,0.093,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,14.82943,
14.82943,27.035,16455,36.455,3.856497511,69.50118466,0.00005,0.5137,0.6127,1.865555473,1.191286653,25.29907083,Bloom,-0.099,17.067,BLOOM
