CHL(mg/m^3),SST(°C),salinity(ppt),salinity(PSU),Wind_Speed_ERA5(m/s),Wind_Direction_ERA5(degree north),TP(mm),STD_200Km,STD_100Km,SST_STD_12months(°C),SST_STD_6months(°C),Salinity_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_Month_Status
17.067,26.74,16518.76667,36.51876667,2.538517738,134.3066036,0,0.4884,0.4892,1.842805643,1.204965421,39.43083308,Bloom,-0.0008,3.84457,NON_BLOOM
3.84457,27.025,16643.24138,36.64324138,3.13993678,85.72651933,0.00002,0.4149,0.4163,1.801753583,1.229701861,77.52395123,Not Bloom,-0.0014,1.67137,NON_BLOOM
1.67137,25.73,16676.63333,36.67663333,1.887068134,-160.7329179,0.0001,0.4015,0.51,1.798738563,1.175962962,101.2953538,Not Bloom,-0.1085,0.92649,NON_BLOOM
0.92649,23.525,16469.2,36.4692,2.185377303,-157.2296538,0.00094,0.5655,0.7179,1.823909872,1.235015744,101.3047782,Not Bloom,-0.1524,3.86663,NON_BLOOM
3.86663,22.685,16491.21429,36.49121429,3.645933177,155.1659406,0.00012,0.355,0.418,1.977607807,1.736180354,85.9874638,Not Bloom,-0.063,2.86049,NON_BLOOM
2.86049,23.76,16337.33333,36.33733333,3.905370669,78.26246429,0,0.3719,0.3533,2.039728459,1.667626599,112.8830971,Not Bloom,0.0186,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,18.50331,
18.50331,27.455,16464.76667,36.46476667,2.494749322,76.20493084,0.00001,0.3516,0.4294,1.744305168,0.771789047,78.83098049,Bloom,-0.0778,7.03004,NON_BLOOM
7.03004,26.575,16511.2069,36.5112069,1.967478923,-177.2122378,0.00001,0.4331,0.5303,1.72582604,0.801113808,56.38981149,Not Bloom,-0.0972,1.26167,NON_BLOOM
1.26167,25.75,16446.2,36.4462,1.253605616,155.1271877,0.00072,0.3299,0.4769,1.72564536,0.557350503,59.78276343,Not Bloom,-0.147,0.83606,NON_BLOOM
0.83606,23.94,16413.56667,36.41356667,0.938474926,-148.7762871,0.00134,0.4336,0.5256,1.680715993,1.130248559,58.17876731,Not Bloom,-0.092,2.26042,NON_BLOOM
2.26042,23.505,16358.03704,36.35803704,3.225920179,87.03554583,0.00006,0.3675,0.415,1.558282753,1.417872281,46.92693645,Not Bloom,-0.0475,1.81565,NON_BLOOM
1.81565,24.735,16443.76667,36.44376667,3.986625809,74.51908371,0.00006,0.2923,0.2659,1.460086268,1.4058647,46.81894329,Not Bloom,0.0264,1.81547,NON_BLOOM
1.81547,26.22,16454.89655,36.45489655,5.100142523,79.99278636,0.00001,0.3825,0.4455,1.44288406,1.145481764,46.07291883,Not Bloom,-0.063,0.62885,NON_BLOOM
0.62885,28.675,16601.7,36.6017,5.005344391,71.3037342,0.00001,0.308,0.3381,1.593633765,1.715384837,73.9591428,Not Bloom,-0.0301,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.55046,
3.55046,27.175,16409.72414,36.40972414,4.432290607,59.22968713,0.00007,0.5776,0.6542,1.629230817,0.903359471,73.25616429,Not Bloom,-0.0766,22.15983,BLOOM
22.15983,27.59,16432.66667,36.43266667,3.193009803,87.48160174,0,0.5064,0.6378,1.636592571,0.678409087,75.86129709,Bloom,-0.1314,5.24374,NON_BLOOM
5.24374,26.82,16525.31034,36.52531034,1.717023817,120.909422,0.00008,0.3592,0.4766,1.639430796,0.629354277,61.90352444,Not Bloom,-0.1174,2.06516,NON_BLOOM
2.06516,25.475,16561.86667,36.56186667,0.486786038,123.1628807,0.0007,0.408,0.5104,1.651353559,0.886348627,53.70116377,Not Bloom,-0.1024,1.49669,NON_BLOOM
1.49669,24.245,16584.46667,36.58446667,1.350931456,124.0352435,0.00038,0.3756,0.4712,1.614349069,1.141057319,67.36412524,Not Bloom,-0.0956,3.97295,NON_BLOOM
3.97295,23.68,16547.2963,36.5472963,1.60886571,110.3047619,0.00076,0.3358,0.4129,1.587960508,1.480285492,65.69659267,Not Bloom,-0.0771,2.48566,NON_BLOOM
2.48566,24.79,16635.16667,36.63516667,5.335247719,81.59145752,0,0.3384,0.3279,1.582939425,1.382990921,61.82902856,Not Bloom,0.0105,1.83766,NON_BLOOM
1.83766,25.755,16548.62069,36.54862069,5.9044316,72.2472735,0,0.6373,0.6111,1.595005823,1.030132475,35.2186129,Not Bloom,0.0262,0.71005,NON_BLOOM
0.71005,28.28,16595.56667,36.59556667,6.131750114,67.43413542,0.00001,0.5611,0.7062,1.552524825,1.47679105,30.76913933,Not Bloom,-0.1451,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,29.93163,
29.93163,27.225,16385.55172,36.38555172,4.271817279,69.56859052,0.00002,0.6158,0.7417,1.673993271,1.021277794,214.9129162,Bloom,-0.1259,19.32268,BLOOM
19.32268,27.535,16449,36.449,2.847603176,73.88658074,0.00001,0.4913,0.6065,1.671306199,0.555215174,210.8299995,Bloom,-0.1152,5.36162,NON_BLOOM
5.36162,27.095,16386.48276,36.38648276,1.372966898,160.5764044,0,0.4218,0.4927,1.676323482,0.636555946,198.8735705,Not Bloom,-0.0709,3.08886,NON_BLOOM
3.08886,24.935,16297.23333,36.29723333,2.899331395,178.271474,0.00035,0.3938,0.5089,1.71283695,1.164239439,185.2774951,Not Bloom,-0.1151,2.19948,NON_BLOOM
2.19948,23.32,16235.13333,36.23513333,1.43257532,125.9350225,0.00002,0.4394,0.5437,1.831851816,1.634737492,146.0534753,Not Bloom,-0.1043,2.2319,NON_BLOOM
2.2319,23.03,16088.88889,36.08888889,2.302521742,64.76453713,0.00016,0.2817,0.2835,1.921284428,1.863246867,119.3625643,Not Bloom,-0.0018,1.85548,NON_BLOOM
1.85548,24.58,16060.86667,36.06086667,3.689222277,81.87947272,0.00007,0.2748,0.2446,1.937000608,1.715533809,142.8035369,Not Bloom,0.0302,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,6.86658,
6.86658,28.765,16751.83333,36.75183333,3.040139281,30.70648723,0.00023,0.5569,0.519,1.969169135,1.643876685,227.6577867,Not Bloom,0.0379,21.14574,BLOOM
21.14574,27.42,16600.13793,36.60013793,3.812157917,56.00431013,0.00038,0.5341,0.5035,1.976597587,1.116262365,138.9558795,Bloom,0.0306,3.3467,NON_BLOOM
3.3467,27.915,16470,36.47,2.721819603,58.70492759,0.00002,0.4131,0.5217,1.997005527,0.739524998,103.8164038,Not Bloom,-0.1086,2.63859,NON_BLOOM
2.63859,27.665,16405.75862,36.40575862,1.344488416,98.58536749,0.00201,0.2169,0.2834,2.018200992,0.599879618,117.9714275,Not Bloom,-0.0665,1.36685,NON_BLOOM
1.36685,25.755,16147.26667,36.14726667,3.047571449,-179.0129575,0.00026,0.3748,0.4513,1.97725412,0.97135501,198.3701026,Not Bloom,-0.0765,1.54476,NON_BLOOM
1.54476,23.98,16388.56667,36.38856667,1.091699768,157.5171761,0.00161,0.4677,0.581,1.89330963,1.591636125,187.4167389,Not Bloom,-0.1133,1.69103,NON_BLOOM
1.69103,22.135,16354.21429,36.35421429,2.607283127,177.8990452,0.00003,0.4248,0.4661,2.045237693,2.133919841,135.951121,Not Bloom,-0.0413,4.13467,NON_BLOOM
4.13467,22.705,16350.56667,36.35056667,3.537349385,91.4418404,0.00001,0.2997,0.2792,2.251501775,2.261309386,100.0588316,Not Bloom,0.0205,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.53336,
3.53336,26.59,16333.93103,36.33393103,4.083767239,61.08222963,0.00003,0.5851,0.7363,1.775860658,0.675826654,67.39102233,Not Bloom,-0.1512,9.45649,NON_BLOOM
9.45649,27.45,16404.16667,36.40416667,2.307610298,79.5495055,0.00001,0.4062,0.5306,1.73012624,0.559149279,65.92637348,Not Bloom,-0.1244,2.0828,NON_BLOOM
2.0828,27.56,16476.17241,36.47617241,2.029764295,115.2503835,0.00002,0.3313,0.3789,1.719866102,0.654639956,67.73311907,Not Bloom,-0.0476,1.55452,NON_BLOOM
1.55452,25.835,16680.9,36.6809,1.718279311,-166.9091909,0.00172,0.344,0.4117,1.720665397,0.738232217,116.2557888,Not Bloom,-0.0677,1.57325,NON_BLOOM
1.57325,23.475,16568.07692,36.56807692,1.993637764,142.5709586,0.00001,0.5049,0.5607,1.765178225,1.379820842,122.8779508,Not Bloom,-0.0558,1.67914,NON_BLOOM
1.67914,23.29,16541,36.541,1.646934208,120.1397257,0.00012,0.2721,0.3038,1.600116044,1.736430726,112.8184044,Not Bloom,-0.0317,1.80013,NON_BLOOM
1.80013,24.365,16500.89474,36.50089474,3.282471163,77.34389591,0.00002,0.2878,0.274,1.398972031,1.74433229,85.54466674,Not Bloom,0.0138,2.66782,NON_BLOOM
2.66782,25.18,16544.14815,36.54414815,4.11436569,69.55027852,0.00059,0.4926,0.4751,1.394396275,1.467518929,65.08685356,Not Bloom,0.0175,3.07677,NON_BLOOM
3.07677,26.885,16483.66667,36.48366667,6.18594967,69.54341338,0.00001,0.5209,0.6053,1.390707941,1.276648172,63.67897339,Not Bloom,-0.0844,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.07729,
1.07729,27.595,16597.41379,36.59741379,3.743028713,42.2548989,0.00075,0.7779,0.7288,1.716483202,1.523458237,71.9047801,Not Bloom,0.0491,20.86738,BLOOM
20.86738,26.015,16491.03448,36.49103448,4.475237329,61.75606603,0.00006,0.6582,0.7234,1.713718494,1.176669027,73.32900956,Bloom,-0.0652,9.86759,NON_BLOOM
9.86759,28.105,16619.03333,36.61903333,2.805274774,72.53273728,0.00002,0.4402,0.509,1.763034592,0.876972776,76.21242483,Not Bloom,-0.0688,6.5126,NON_BLOOM
6.5126,27.055,16588.60714,36.58860714,0.63136708,-179.7167988,0.00006,0.425,0.5093,1.7367156,0.858634656,65.56223001,Not Bloom,-0.0843,1.83537,NON_BLOOM
1.83537,25.29,16622.9,36.6229,3.42894001,-179.9837765,0.00002,0.4091,0.4535,1.752514067,1.001110495,61.44148525,Not Bloom,-0.0444,1.62512,NON_BLOOM
1.62512,23.375,16626.26667,36.62626667,1.517918617,-173.9477437,0.00033,0.4329,0.549,1.765388689,1.588490942,46.7031232,Not Bloom,-0.1161,3.84685,NON_BLOOM
3.84685,22.56,16561.81481,36.56181481,2.765403342,156.4024864,0.00012,0.4023,0.491,1.871857923,1.941331158,47.74529402,Not Bloom,-0.0887,5.66055,NON_BLOOM
5.66055,23.81,16541.63333,36.54163333,1.75686834,79.81277689,0.00015,0.207,0.1961,1.919840624,1.998004734,32.42405292,Not Bloom,0.0109,1.86558,NON_BLOOM
1.86558,25.545,16512.57143,36.51257143,3.439199122,62.30180283,0.00001,0.3151,0.3631,1.908973692,1.510092207,41.4124523,Not Bloom,-0.048,1.44892,NON_BLOOM
1.44892,28.19,16525.06667,36.52506667,5.047075684,59.88191003,0.00004,0.3446,0.3716,1.988302729,1.84008152,44.73174956,Not Bloom,-0.027,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,6.40545,
6.40545,27.16,16498.93103,36.49893103,4.016055406,56.34712753,0.00007,0.4952,0.5208,2.018320087,1.125701325,74.70330423,Not Bloom,-0.0256,2.77146,NON_BLOOM
2.77146,28.06,16569.16667,36.56916667,1.528109876,77.35404499,0.00004,0.5011,0.5885,2.014879503,0.748704437,70.78642957,Not Bloom,-0.0874,1.87292,NON_BLOOM
1.87292,26.74,16713.31034,36.71331034,1.464579765,146.5675005,0.00006,0.3132,0.4405,2.005998124,0.831056891,82.15466019,Not Bloom,-0.1273,1.92618,NON_BLOOM
1.92618,25.45,16766.26667,36.76626667,1.746402596,-178.5999748,0.00017,0.4245,0.4927,2.000401522,0.789366835,96.56825262,Not Bloom,-0.0682,1.77311,NON_BLOOM
1.77311,24.3,16869.93103,36.86993103,1.510488189,141.4267075,0.00093,0.354,0.4972,1.904927228,1.2451294,127.7571441,Not Bloom,-0.1432,3.48019,NON_BLOOM
3.48019,24.11,16721.59259,36.72159259,1.467493218,81.81381,0.00071,0.1783,0.198,1.687455092,1.466060481,123.0455083,Not Bloom,-0.0197,7.30262,NON_BLOOM
7.30262,23.685,16571.25,36.57125,2.452419368,84.84200018,0.00015,0.4133,0.4221,1.703863665,1.564636317,106.1312462,Not Bloom,-0.0088,1.6859,NON_BLOOM
1.6859,25.685,16568.65517,36.56865517,4.761840513,69.78096971,0,0.4581,0.5896,1.698348462,1.057552205,106.2379963,Not Bloom,-0.1315,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,7.34092,
7.34092,26.845,16607.78571,36.60778571,3.40431423,66.83169451,0.00003,0.4506,0.5707,1.884437499,1.440756938,57.21853416,Not Bloom,-0.1201,5.64309,NON_BLOOM
5.64309,28.535,16460.36667,36.46036667,2.359008298,63.07288211,0.00002,0.2545,0.2902,1.920875271,1.151552093,78.02880365,Not Bloom,-0.0357,1.77061,NON_BLOOM
1.77061,27.84,16771.58621,36.77158621,1.135027477,167.9055842,0,0.2256,0.2776,1.952977961,1.15149058,102.2432042,Not Bloom,-0.052,1.27161,NON_BLOOM
1.27161,25.535,16874.53333,36.87453333,2.452824434,174.7757002,0.00001,0.3432,0.4764,1.948735122,1.089076125,130.4289133,Not Bloom,-0.1332,1.46427,NON_BLOOM
1.46427,24.305,16738.96667,36.73896667,2.507333277,104.982293,0.00009,0.4286,0.5999,1.948229966,1.399018753,130.8794049,Not Bloom,-0.1713,2.49696,NON_BLOOM
2.49696,23.985,16777.28571,36.77728571,1.996842124,123.2272857,0,0.3934,0.5604,1.962147482,1.707499187,134.6911729,Not Bloom,-0.167,5.07232,NON_BLOOM
5.07232,24.885,16708.8,36.7088,3.940446983,79.54723451,0.00099,0.3393,0.3049,1.834695091,1.735174703,127.6034177,Not Bloom,0.0344,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.60905,
4.60905,27.975,16870.26667,36.87026667,4.135283676,46.85478376,0.00003,0.6427,0.5163,1.532989262,1.219617426,73.31820744,Not Bloom,0.1264,6.94027,NON_BLOOM
6.94027,26.44,16901.33333,36.90133333,4.697833387,57.01853375,0.00009,0.7252,0.7854,1.530790691,0.869216202,91.83634046,Not Bloom,-0.0602,11.45841,BLOOM
11.45841,26.735,16682.03571,36.68203571,3.373600906,81.13179386,0,0.5212,0.6547,1.409989411,0.609333083,95.93263533,Bloom,-0.1335,5.19171,NON_BLOOM
5.19171,26.08,16607.62069,36.60762069,2.359351155,149.0648043,0,0.4617,0.5088,1.339852034,0.770138876,103.7798138,Not Bloom,-0.0471,2.36889,NON_BLOOM
2.36889,26.035,16877.68966,36.87768966,1.567056267,113.550639,0.00001,0.4318,0.6066,1.325312594,0.845698265,109.1619806,Not Bloom,-0.1748,2.31879,NON_BLOOM
2.31879,24.255,16996.72414,36.99672414,1.2535429,-139.1981038,0.00069,0.4173,0.5875,1.33155037,1.103179748,134.039519,Not Bloom,-0.1702,8.51503,NON_BLOOM
8.51503,24.005,16812.0566,36.8120566,1.647627538,136.2552527,0.00004,0.2992,0.3419,1.328702897,1.061923046,132.3349505,Not Bloom,-0.0427,3.58911,NON_BLOOM
3.58911,24.25,16752.44828,36.75244828,3.948704314,81.72231886,0.00004,0.3548,0.3519,1.393791977,1.083753765,127.290819,Not Bloom,0.0029,2.26378,NON_BLOOM
2.26378,25.74,16657.60377,36.65760377,5.397542029,78.00952423,0,0.3465,0.424,1.391806131,0.900978249,130.9565185,Not Bloom,-0.0775,3.81109,NON_BLOOM
3.81109,27.52,16535.74214,36.53574214,6.210951676,69.2654973,0,0.4692,0.5595,1.392194199,1.260540283,148.6395556,Not Bloom,-0.0903,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,10.34252,
10.34252,26.82,16541.23077,36.54123077,4.260155332,60.05546152,0.00004,0.5998,0.5764,1.422979318,1.048143862,47.63747762,Bloom,0.0234,15.1041,BLOOM
15.1041,27.405,16642.02439,36.64202439,3.495307706,81.91004432,0.00001,0.5097,0.6078,1.456827318,0.849918705,44.18226552,Bloom,-0.0981,4.87956,NON_BLOOM
4.87956,26.46,16750.67857,36.75067857,1.556292967,129.6072883,0.00001,0.585,0.7222,1.457461168,0.912244256,68.30543527,Not Bloom,-0.1372,2.53536,NON_BLOOM
2.53536,24.795,16754.3,36.7543,2.536000022,-157.5884868,0.00004,0.4525,0.5835,1.512435031,0.886955232,84.36866698,Not Bloom,-0.131,2.86409,NON_BLOOM
2.86409,23.635,16751.46667,36.75146667,1.779616822,111.7117713,0.00001,0.4259,0.6056,1.585239642,1.282255229,91.19560162,Not Bloom,-0.1797,5.29147,NON_BLOOM
5.29147,23.685,16095.81481,36.09581481,1.98700222,89.90842517,0.00004,0.3378,0.4498,1.622537878,1.503098651,233.8746808,Not Bloom,-0.112,2.57026,NON_BLOOM
2.57026,24.88,16500.07407,36.50007407,4.718991486,78.0986398,0,0.3303,0.2011,1.572044184,1.380895442,235.7783541,Not Bloom,0.1292,1.17874,NON_BLOOM
1.17874,26.69,16443.03571,36.44303571,4.794755095,69.59206144,0,0.4006,0.4629,1.574455373,1.199518711,239.0305987,Not Bloom,-0.0623,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,7.34824,
7.34824,25.46,16486.00971,36.48600971,3.460548221,45.40524586,0.00004,0.7122,0.72,1.745574315,1.481725955,79.72553056,Not Bloom,-0.0078,17.73275,BLOOM
17.73275,27.56,16511.74009,36.51174009,1.118638977,83.75852422,0.00001,0.5371,0.6325,1.75542354,1.473220443,65.7239103,Bloom,-0.0954,2.15164,NON_BLOOM
2.15164,27.165,16654.90865,36.65490865,1.225841343,172.9755147,0,0.429,0.4759,1.776348617,1.455413506,68.06567752,Not Bloom,-0.0469,1.23007,NON_BLOOM
1.23007,26.055,16643.33333,36.64333333,1.31583592,126.5160733,0.00001,0.4208,0.5868,1.72595681,1.425460939,69.90868556,Not Bloom,-0.166,1.60069,NON_BLOOM
1.60069,24.25,16648.66946,36.64866946,0.755983121,99.89606127,0.00056,0.4602,0.6299,1.653124357,1.129213406,70.74293582,Not Bloom,-0.1697,3.0553,NON_BLOOM
3.0553,23.04,16610.18981,36.61018981,3.371890168,98.35476165,0.00098,0.5064,0.597,1.747325883,1.575475237,68.0797902,Not Bloom,-0.0906,2.58827,NON_BLOOM
2.58827,23.655,16583.24583,36.58324583,5.382975022,77.58534225,0.00036,0.4634,0.4705,1.860334125,1.735465235,49.97269492,Not Bloom,-0.0071,2.18739,NON_BLOOM
2.18739,25.075,16560.7069,36.5607069,4.722424702,72.65746491,0.00028,0.5368,0.4662,1.879302979,1.409653228,35.32692943,Not Bloom,0.0706,1.72438,NON_BLOOM
1.72438,26.89,16621.19247,36.62119247,4.065414505,59.42839966,0.00006,0.6787,0.6351,1.826328664,1.336995232,31.27396925,Not Bloom,0.0436,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.27585,
1.27585,27.565,16501.14583,36.50114583,4.553506588,56.54406843,0.0027,0.4791,0.4376,1.938885481,2.03518512,43.08406288,Not Bloom,0.0415,22.6863,BLOOM
22.6863,27.87,16516.71552,36.51671552,2.048332251,22.95117481,0.00002,0.5733,0.8011,1.970479487,1.419150763,49.22835356,Bloom,-0.2278,1.87578,NON_BLOOM
1.87578,29.155,16626.7375,36.6267375,1.12239658,-49.92086992,0.00044,0.241,0.3176,2.090477251,0.923826583,53.14294858,Not Bloom,-0.0766,1.39835,NON_BLOOM
1.39835,28.19,16654.81034,36.65481034,2.116429668,-158.8421502,0.00085,0.2827,0.3809,2.132706736,0.688161803,58.57761842,Not Bloom,-0.0982,1.06426,NON_BLOOM
1.06426,25.985,16672.54583,36.67254583,1.199166439,-123.0344555,0.00012,0.3523,0.553,2.134492971,1.128950164,65.28511351,Not Bloom,-0.2007,0.97438,NON_BLOOM
0.97438,23.63,16688.275,36.688275,1.731535952,147.7868998,0.00156,0.5438,0.6868,2.198984733,1.8026541,74.02508956,Not Bloom,-0.143,1.51429,NON_BLOOM
1.51429,23.215,16540.57143,36.54057143,3.065936855,97.56585178,0.00004,0.3674,0.3985,2.175659223,2.270219183,65.30351484,Not Bloom,-0.0311,4.34098,NON_BLOOM
4.34098,23.725,16532.05,36.53205,4.576254139,89.24212305,0.00066,0.3278,0.2681,2.167745405,2.329667358,61.5353713,Not Bloom,0.0597,1.71693,NON_BLOOM
1.71693,25.645,16562.07328,36.56207328,4.990806601,71.0069412,0.00001,0.5485,0.4773,2.139005156,1.742878366,64.83932156,Not Bloom,0.0712,0.96808,NON_BLOOM
0.96808,28.085,16590.525,36.590525,3.35569377,44.35536422,0.00008,0.5881,0.611,2.17368938,1.711660378,61.5088956,Not Bloom,-0.0229,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.52705,
4.52705,27.925,16465.06034,36.46506034,1.762301671,46.09890668,0.00002,0.6258,0.8732,2.262434008,1.260276645,53.88723301,Not Bloom,-0.2474,10.17905,BLOOM
10.17905,27.025,16507.08861,36.50708861,2.234971805,173.5900887,0,0.4924,0.5494,2.161355028,0.826355788,57.68437158,Bloom,-0.057,4.31796,NON_BLOOM
4.31796,26.635,16525.96121,36.52596121,1.365619224,-154.6405045,0.00028,0.4715,0.5712,2.116791458,1.065827795,55.68934861,Not Bloom,-0.0997,1.24641,NON_BLOOM
1.24641,25.35,16642.975,36.642975,2.422397405,176.1030771,0.00038,0.3057,0.3844,2.139620131,1.433147517,57.05887608,Not Bloom,-0.0787,1.12122,NON_BLOOM
1.12122,23.65,16538.49583,36.53849583,3.570694848,134.3717239,0,0.4493,0.6175,2.137344374,1.787159641,53.89499158,Not Bloom,-0.1682,3.13733,NON_BLOOM
3.13733,24.165,16467.35648,36.46735648,2.809591626,92.2828077,0,0.2796,0.3107,2.026678317,1.539008519,59.63214227,Not Bloom,-0.0311,4.70385,NON_BLOOM
4.70385,25.18,16525.15417,36.52515417,4.16495928,75.08718069,0,0.3414,0.2461,1.887393623,1.209577807,53.54543903,Not Bloom,0.0953,2.34203,NON_BLOOM
2.34203,27.01,16587.56466,36.58756466,4.915753371,72.95065913,0,0.3882,0.3185,1.857589163,1.206091023,55.05590928,Not Bloom,0.0697,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.14658,
3.14658,27.09,16422.49138,36.42249138,2.141538377,52.98678607,0.00002,0.7052,0.975,1.64249741,0.797802538,80.36998346,Not Bloom,-0.2698,2.43057,NON_BLOOM
2.43057,27.385,16477.54167,36.47754167,0.761172868,-175.0088947,0.00508,0.2041,0.2117,1.652913411,0.737944311,82.8450459,Not Bloom,-0.0076,4.44144,NON_BLOOM
4.44144,26.67,16539.55172,36.53955172,1.747261555,-158.2198122,0,0.3103,0.4039,1.652918925,0.711213751,68.62552102,Not Bloom,-0.0936,5.59403,NON_BLOOM
5.59403,25.785,16563.77083,36.56377083,0.706414536,135.9872779,0.00023,0.434,0.5878,1.628583815,0.694906568,53.90710072,Not Bloom,-0.1538,1.78403,NON_BLOOM
1.78403,23.72,16543.74167,36.54374167,3.110267734,115.5245295,0.00151,0.5522,0.7625,1.617784568,1.301048989,49.90476196,Not Bloom,-0.2103,2.74222,NON_BLOOM
2.74222,23.59,16490.96296,36.49096296,3.721239567,92.13567309,0.00002,0.2727,0.2976,1.698452727,1.532518805,48.12586328,Not Bloom,-0.0249,4.9826,NON_BLOOM
4.9826,24.895,16528.675,36.528675,4.658971549,82.64073811,0.00001,0.4841,0.42,1.720620195,1.416208014,30.23512576,Not Bloom,0.0641,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.09404,
4.09404,26.625,16382.24138,36.38224138,3.339759519,56.69983296,0.00006,0.7704,0.831,1.504352712,0.74411254,76.87254323,Not Bloom,-0.0606,3.85389,NON_BLOOM
3.85389,27.385,16449.55,36.44955,1.671918231,73.8575781,0,0.7052,0.8164,1.504352712,0.732790045,74.3575847,Not Bloom,-0.1112,1.93997,NON_BLOOM
1.93997,27.65,16593.2931,36.5932931,0.172653568,179.6197845,0.00018,0.4492,0.4871,1.546468872,0.720430523,76.26307401,Not Bloom,-0.0379,1.48887,NON_BLOOM
1.48887,26.21,16642.66667,36.64266667,2.368894157,-159.1783893,0.00005,0.5503,0.7,1.536488771,0.827581819,91.91786206,Not Bloom,-0.1497,1.08769,NON_BLOOM
1.08769,23.855,16586.33333,36.58633333,5.55586665,139.5453788,0.00059,0.4688,0.613,1.516830348,1.2356802,97.32481409,Not Bloom,-0.1442,2.93192,NON_BLOOM
2.93192,23.58,16474.11111,36.47411111,2.934993686,86.05233764,0,0.313,0.288,1.518409255,1.60480377,92.06368883,Not Bloom,0.025,2.37624,NON_BLOOM
2.37624,25.17,16507.74167,36.50774167,4.257881651,72.87856087,0.00156,0.4113,0.3284,1.496534132,1.584336524,69.59317793,Not Bloom,0.0829,1.10225,NON_BLOOM
1.10225,26.495,16561.48276,36.56148276,4.666183038,70.84306096,0.0001,0.5178,0.383,1.487347273,1.450154206,55.88739558,Not Bloom,0.1348,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,2.64204,
2.64204,25.89,16537.43333,36.53743333,1.480143534,-146.9780186,0.0013,0.3244,0.4291,1.262222673,0.831232352,63.9009987,Not Bloom,-0.1047,1.18444,NON_BLOOM
1.18444,23.615,16510.93333,36.51093333,1.83823805,-175.8911823,0.00161,0.5208,0.66,1.281134683,1.211386946,60.90025367,Not Bloom,-0.1392,1.66186,NON_BLOOM
1.66186,23.045,16491.81481,36.49181481,2.102524038,107.1611717,0.00132,0.371,0.4195,1.393416564,1.570909149,57.59661538,Not Bloom,-0.0485,3.96042,NON_BLOOM
3.96042,24.24,16450.8,36.4508,3.805607949,79.6972056,0.00188,0.4057,0.3081,1.452069644,1.62425282,50.57690918,Not Bloom,0.0976,2.42093,NON_BLOOM
2.42093,26.105,16516.68966,36.51668966,4.098304183,82.18263365,0,0.426,0.3653,1.454812178,1.511382967,29.71832355,Not Bloom,0.0607,1.61595,NON_BLOOM
1.61595,27.595,16511.86667,36.51186667,5.599716674,66.09606401,0.00007,0.4274,0.5766,1.450584413,1.58245502,26.96964617,Not Bloom,-0.1492,,NON_BLOOM
,,,20,,,,,,,,,,,,
